chain,start,end,change,percent change
wendys,399,430,31,0.077694
wendys,328,336,8,0.024390
wendys,251,277,26,0.103586
wendys,918,1017,99,0.107843
wendys,3,5,2,0.666667
wendys,127,140,13,0.102362
wendys,485,485,0,0.000000
wendys,269,273,4,0.014870
wendys,574,587,13,0.022648
wendys,457,460,3,0.006565
wendys,133,155,22,0.165414
wendys,135,137,2,0.014815
wendys,253,260,7,0.027668
wendys,378,378,0,0.000000
wendys,115,115,0,0.000000
wendys,2176,2282,106,0.048713
wendys,10,10,0,0.000000
wendys,140,143,3,0.021429
jamba,46,50,4,0.086957
jamba,47,53,6,0.127660
jamba,2502,2523,21,0.008393
jamba,3805,3836,31,0.008147
jamba,3278,3393,115,0.035082
jamba,1769,1787,18,0.010175
jamba,4325,4453,128,0.029595
jamba,2138,2162,24,0.011225
jamba,1292,1287,-5,-0.003870
jamba,2386,2413,27,0.011316
jamba,846,887,41,0.048463
jamba,3027,3068,41,0.013545
jamba,2402,2443,41,0.017069
jamba,1085,1122,37,0.034101
jamba,1354,1397,43,0.031758
jamba,1184,1238,54,0.045608
jamba,1465,1510,45,0.030717
jamba,548,550,2,0.003650
jamba,2270,2335,65,0.028634
jamba,2469,2485,16,0.006480
jamba,3422,3470,48,0.014027
jamba,2956,3001,45,0.015223
jamba,1480,1512,32,0.021622
jamba,2199,2224,25,0.011369
jamba,3413,3467,54,0.015822
jamba,1095,1102,7,0.006393
jamba,1660,1700,40,0.024096
jamba,195,196,1,0.005128
jamba,1711,1724,13,0.007598
jamba,1184,1191,7,0.005912
jamba,26,31,5,0.192308
jamba,45,46,1,0.022222
jamba,2797,2859,62,0.022167
jamba,2190,2219,29,0.013242
jamba,88,152,64,0.727273
jamba,2777,2874,97,0.034930
jamba,1913,1940,27,0.014114
jamba,1286,1298,12,0.009331
jamba,2978,3042,64,0.021491
jamba,1409,1454,45,0.031938
jamba,1012,1027,15,0.014822
jamba,950,972,22,0.023158
jamba,741,747,6,0.008097
jamba,5,5,0,0.000000
jamba,1591,1612,21,0.013199
jamba,19,23,4,0.210526
jamba,26,26,0,0.000000
jamba,12,12,0,0.000000
jamba,12,12,0,0.000000
jamba,131,150,19,0.145038
jamba,12,12,0,0.000000
jamba,2,2,0,0.000000
jamba,3,3,0,0.000000
jamba,1513,1557,44,0.029081
jamba,494,500,6,0.012146
jamba,251,251,0,0.000000
jamba,1018,1019,1,0.000982
jamba,262,270,8,0.030534
jamba,1221,1230,9,0.007371
jamba,868,888,20,0.023041
jamba,805,824,19,0.023602
jamba,233,233,0,0.000000
jamba,1,1,0,0.000000
jamba,42,42,0,0.000000
jamba,1046,1051,5,0.004780
jamba,2720,2754,34,0.012500
jamba,158,167,9,0.056962
jamba,720,732,12,0.016667
jamba,191,205,14,0.073298
jamba,2,2,0,0.000000
jamba,12,12,0,0.000000
jamba,606,620,14,0.023102
jamba,1418,1439,21,0.014810
jamba,1561,1609,48,0.030750
jamba,742,766,24,0.032345
jamba,1902,1982,80,0.042061
jamba,207,216,9,0.043478
jamba,755,782,27,0.035762
jamba,1725,1762,37,0.021449
jamba,1409,1419,10,0.007097
jamba,461,475,14,0.030369
jamba,736,744,8,0.010870
jamba,44,44,0,0.000000
jamba,581,602,21,0.036145
jamba,1017,1033,16,0.015733
jamba,671,673,2,0.002981
jamba,8,17,9,1.125000
jamba,779,806,27,0.034660
jamba,690,699,9,0.013043
jamba,1,1,0,0.000000
jamba,2420,2468,48,0.019835
jamba,2210,2251,41,0.018552
jamba,260,281,21,0.080769
jamba,1215,1237,22,0.018107
jamba,88,92,4,0.045455
jamba,1861,1894,33,0.017732
jamba,45,52,7,0.155556
jamba,3,3,0,0.000000
jamba,4,4,0,0.000000
jamba,5,5,0,0.000000
jamba,2,2,0,0.000000
jamba,7,16,9,1.285714
jamba,1,1,0,0.000000
jamba,26,26,0,0.000000
jamba,9,9,0,0.000000
jamba,194,194,0,0.000000
jamba,1721,1768,47,0.027310
jamba,773,816,43,0.055627
jamba,9,13,4,0.444444
jamba,3,4,1,0.333333
jamba,303,304,1,0.003300
jamba,11,31,20,1.818182
jamba,361,365,4,0.011080
jamba,2,2,0,0.000000
jamba,33,33,0,0.000000
jamba,576,584,8,0.013889
jamba,401,406,5,0.012469
jamba,649,658,9,0.013867
jamba,566,581,15,0.026502
jamba,754,794,40,0.053050
jamba,672,701,29,0.043155
jamba,2681,2741,60,0.022380
jamba,1575,1584,9,0.005714
jamba,1879,1902,23,0.012241
jamba,2832,2856,24,0.008475
jamba,2445,2463,18,0.007362
jamba,341,341,0,0.000000
jamba,179,203,24,0.134078
jamba,3,3,0,0.000000
jamba,21866,22389,523,0.023918
jamba,686,687,1,0.001458
jamba,938,963,25,0.026652
jamba,9,9,0,0.000000
starbucks,21944,22424,480,0.021874
starbucks,3974,4214,240,0.060393
starbucks,33,40,7,0.212121
starbucks,79,79,0,0.000000
starbucks,21,21,0,0.000000
starbucks,131,131,0,0.000000
starbucks,1041,1123,82,0.078770
starbucks,6,6,0,0.000000
starbucks,2812,2922,110,0.039118
starbucks,2916,3087,171,0.058642
starbucks,2077,2147,70,0.033702
starbucks,809,845,36,0.044499
starbucks,1148,1169,21,0.018293
starbucks,869,883,14,0.016110
starbucks,738,745,7,0.009485
starbucks,120,185,65,0.541667
starbucks,213,215,2,0.009390
starbucks,196,200,4,0.020408
starbucks,664,664,0,0.000000
starbucks,22,22,0,0.000000
starbucks,8,8,0,0.000000
starbucks,13,13,0,0.000000
starbucks,5,9,4,0.800000
starbucks,80,85,5,0.062500
starbucks,13,13,0,0.000000
starbucks,2296,2617,321,0.139808
starbucks,12,13,1,0.083333
starbucks,38,38,0,0.000000
starbucks,10,11,1,0.100000
starbucks,5,5,0,0.000000
starbucks,44,44,0,0.000000
starbucks,27023,27552,529,0.019576
starbucks,3247,3813,566,0.174315
starbucks,6356,6691,335,0.052706
starbucks,8934,9026,92,0.010298
starbucks,2187,2237,50,0.022862
starbucks,13,15,2,0.153846
starbucks,1375,1466,91,0.066182
starbucks,3,3,0,0.000000
starbucks,6464,6587,123,0.019028
starbucks,207,208,1,0.004831
starbucks,13,15,2,0.153846
starbucks,27,27,0,0.000000
starbucks,3,3,0,0.000000
starbucks,3051,3254,203,0.066536
starbucks,4913,5039,126,0.025646
starbucks,5716,5888,172,0.030091
starbucks,397,404,7,0.017632
starbucks,2388,2431,43,0.018007
starbucks,62,65,3,0.048387
starbucks,1886,2007,121,0.064157
starbucks,320,326,6,0.018750
starbucks,4,4,0,0.000000
starbucks,671,681,10,0.014903
starbucks,340,343,3,0.008824
starbucks,2798,2965,167,0.059685
starbucks,3,3,0,0.000000
starbucks,822,837,15,0.018248
