chain,start,end,change,percent change
sonic,252,264,12,0.047619
sonic,1323,1369,46,0.034769
sonic,1209,1231,22,0.018197
sonic,424,442,18,0.042453
sonic,8,8,0,0.000000
sonic,287,287,0,0.000000
sonic,1112,1145,33,0.029676
sonic,727,755,28,0.038514
sonic,380,382,2,0.005263
sonic,371,426,55,0.148248
sonic,683,725,42,0.061493
sonic,122,150,28,0.229508
sonic,189,207,18,0.095238
sonic,298,318,20,0.067114
sonic,304,304,0,0.000000
sonic,552,571,19,0.034420
sonic,8,8,0,0.000000
sonic,183,189,6,0.032787
sonic,526,568,42,0.079848
sonic,83,83,0,0.000000
sonic,857,876,19,0.022170
sonic,580,589,9,0.015517
sonic,2,2,0,0.000000
sonic,684,703,19,0.027778
sonic,962,993,31,0.032225
sonic,20,33,13,0.650000
sonic,563,585,22,0.039076
sonic,800,823,23,0.028750
sonic,403,425,22,0.054591
sonic,75,75,0,0.000000
sonic,223,234,11,0.049327
sonic,10,10,0,0.000000
sonic,345,345,0,0.000000
sonic,24,24,0,0.000000
sonic,701,725,24,0.034237
sonic,899,910,11,0.012236
sonic,4,4,0,0.000000
sonic,36,36,0,0.000000
sonic,64,64,0,0.000000
sonic,353,355,2,0.005666
sonic,4961,5153,192,0.038702
sonic,7404,7470,66,0.008914
sonic,1791,1869,78,0.043551
sonic,214,301,87,0.406542
sonic,3300,3345,45,0.013636
sonic,3430,3643,213,0.062099
sonic,3,3,0,0.000000
sonic,6,6,0,0.000000
sonic,2874,2982,108,0.037578
sonic,4,4,0,0.000000
sonic,49,49,0,0.000000
sonic,1,1,0,0.000000
sonic,1,1,0,0.000000
sonic,1,1,0,0.000000
sonic,110,110,0,0.000000
sonic,7,7,0,0.000000
sonic,6,6,0,0.000000
sonic,1,1,0,0.000000
sonic,293,304,11,0.037543
sonic,9,9,0,0.000000
sonic,3,3,0,0.000000
sonic,274,289,15,0.054745
sonic,260,272,12,0.046154
sonic,689,742,53,0.076923
sonic,492,535,43,0.087398
sonic,205,207,2,0.009756
sonic,503,503,0,0.000000
sonic,316,353,37,0.117089
sonic,634,663,29,0.045741
sonic,68,69,1,0.014706
sonic,108,133,25,0.231481
sonic,1,1,0,0.000000
sonic,204,204,0,0.000000
sonic,4139,4288,149,0.035999
sonic,1705,1767,62,0.036364
sonic,2619,2752,133,0.050783
sonic,2748,2856,108,0.039301
sonic,5247,5440,193,0.036783
sonic,2503,2624,121,0.048342
sonic,2321,2478,157,0.067643
sonic,2749,2847,98,0.035649
sonic,6220,6436,216,0.034727
sonic,2060,2169,109,0.052913
sonic,4264,4416,152,0.035647
sonic,4481,4645,164,0.036599
sonic,1614,1743,129,0.079926
sonic,165,165,0,0.000000
sonic,4603,4787,184,0.039974
sonic,2547,2616,69,0.027091
sonic,1512,1582,70,0.046296
sonic,2012,2094,82,0.040755
sonic,4566,4756,190,0.041612
sonic,3047,3155,108,0.035445
sonic,1675,1720,45,0.026866
sonic,2526,2569,43,0.017023
sonic,2926,3065,139,0.047505
sonic,2057,2137,80,0.038892
sonic,2988,3112,124,0.041499
sonic,3432,3603,171,0.049825
sonic,2597,2713,116,0.044667
sonic,1621,1660,39,0.024059
sonic,2036,2125,89,0.043713
sonic,2188,2333,145,0.066271
sonic,257,284,27,0.105058
sonic,877,909,32,0.036488
sonic,273,284,11,0.040293
sonic,1,1,0,0.000000
sonic,865,940,75,0.086705
sonic,166,190,24,0.144578
sonic,97,109,12,0.123711
sonic,94,111,17,0.180851
sonic,169,178,9,0.053254
sonic,64,74,10,0.156250
sonic,88,88,0,0.000000
sonic,51,52,1,0.019608
sonic,19,21,2,0.105263
sonic,2771,2848,77,0.027788
sonic,773,805,32,0.041397
sonic,29,29,0,0.000000
sonic,7,7,0,0.000000
sonic,381,426,45,0.118110
sonic,80,80,0,0.000000
sonic,159,159,0,0.000000
sonic,427,435,8,0.018735
sonic,218,220,2,0.009174
sonic,169,169,0,0.000000
sonic,43,43,0,0.000000
sonic,156,156,0,0.000000
sonic,50,56,6,0.120000
sonic,390,434,44,0.112821
sonic,486,534,48,0.098765
sonic,1815,1924,109,0.060055
sonic,3141,3250,109,0.034702
sonic,690,709,19,0.027536
sonic,276,278,2,0.007246
sonic,1,1,0,0.000000
sonic,1464,1554,90,0.061475
sonic,2,2,0,0.000000
sonic,3,3,0,0.000000
sonic,1539,1597,58,0.037687
sonic,23,23,0,0.000000
sonic,12,12,0,0.000000
sonic,19,19,0,0.000000
sonic,1,1,0,0.000000
sonic,24,24,0,0.000000
sonic,3,3,0,0.000000
sonic,259,281,22,0.084942
sonic,2,2,0,0.000000
sonic,10,10,0,0.000000
sonic,35,35,0,0.000000
sonic,1655,1724,69,0.041692
sonic,439,449,10,0.022779
sonic,1085,1115,30,0.027650
sonic,1895,1933,38,0.020053
sonic,5,5,0,0.000000
sonic,858,900,42,0.048951
sonic,1339,1370,31,0.023152
sonic,275,335,60,0.218182
sonic,723,748,25,0.034578
sonic,1145,1171,26,0.022707
sonic,383,385,2,0.005222
sonic,604,627,23,0.038079
sonic,998,1023,25,0.025050
sonic,986,1002,16,0.016227
sonic,826,860,34,0.041162
sonic,8,8,0,0.000000
sonic,2,2,0,0.000000
sonic,820,845,25,0.030488
sonic,1,1,0,0.000000
sonic,648,656,8,0.012346
sonic,1655,1732,77,0.046526
sonic,1656,1711,55,0.033213
sonic,1580,1666,86,0.054430
sonic,1151,1195,44,0.038228
sonic,527,549,22,0.041746
sonic,608,636,28,0.046053
sonic,190,196,6,0.031579
sonic,1281,1330,49,0.038251
sonic,481,516,35,0.072765
sonic,587,629,42,0.071550
sonic,1081,1117,36,0.033302
sonic,467,475,8,0.017131
sonic,722,752,30,0.041551
sonic,1669,1711,42,0.025165
sonic,656,687,31,0.047256
sonic,308,308,0,0.000000
sonic,555,588,33,0.059459
sonic,82,82,0,0.000000
sonic,1558,1602,44,0.028241
sonic,4,4,0,0.000000
sonic,8,21,13,1.625000
sonic,3,3,0,0.000000
sonic,9,9,0,0.000000
sonic,204,212,8,0.039216
sonic,11,11,0,0.000000
sonic,32,34,2,0.062500
sonic,96,97,1,0.010417
sonic,98,109,11,0.112245
sonic,137,137,0,0.000000
sonic,485,501,16,0.032990
sonic,926,952,26,0.028078
sonic,665,690,25,0.037594
sonic,2126,2234,108,0.050800
sonic,5,5,0,0.000000
sonic,761,798,37,0.048620
sonic,913,961,48,0.052574
sonic,571,622,51,0.089317
sonic,31,31,0,0.000000
sonic,1794,1687,-107,-0.059643
sonic,814,841,27,0.033170
sonic,227,287,60,0.264317
sonic,677,697,20,0.029542
sonic,738,739,1,0.001355
sonic,95,95,0,0.000000
sonic,21,83,62,2.952381
sonic,292,297,5,0.017123
sonic,85,89,4,0.047059
sonic,188,192,4,0.021277
sonic,267,279,12,0.044944
sonic,84,99,15,0.178571
sonic,7,7,0,0.000000
sonic,521,553,32,0.061420
sonic,38,38,0,0.000000
sonic,5,5,0,0.000000
sonic,5,5,0,0.000000
sonic,318,331,13,0.040881
sonic,498,539,41,0.082329
sonic,124,141,17,0.137097
sonic,325,368,43,0.132308
sonic,346,364,18,0.052023
sonic,1,1,0,0.000000
sonic,254,258,4,0.015748
sonic,114,125,11,0.096491
sonic,343,365,22,0.064140
sonic,418,462,44,0.105263
sonic,316,381,65,0.205696
sonic,7,7,0,0.000000
sonic,438,509,71,0.162100
sonic,1,1,0,0.000000
sonic,328,350,22,0.067073
sonic,28,28,0,0.000000
sonic,6,6,0,0.000000
sonic,577,601,24,0.041594
sonic,7,9,2,0.285714
sonic,702,743,41,0.058405
sonic,637,666,29,0.045526
sonic,345,420,75,0.217391
sonic,324,341,17,0.052469
sonic,1,1,0,0.000000
sonic,2,2,0,0.000000
sonic,237,238,1,0.004219
sonic,360,409,49,0.136111
sonic,321,334,13,0.040498
sonic,279,298,19,0.068100
sonic,573,600,27,0.047120
sonic,236,241,5,0.021186
sonic,438,465,27,0.061644
sonic,841,888,47,0.055886
sonic,579,587,8,0.013817
sonic,8,8,0,0.000000
sonic,423,514,91,0.215130
sonic,1532,1578,46,0.030026
sonic,762,797,35,0.045932
sonic,1516,1546,30,0.019789
sonic,351,356,5,0.014245
sonic,1530,1566,36,0.023529
sonic,763,770,7,0.009174
sonic,960,993,33,0.034375
sonic,2447,2477,30,0.012260
sonic,347,352,5,0.014409
sonic,1,1,0,0.000000
sonic,13,14,1,0.076923
sonic,469,494,25,0.053305
sonic,8,8,0,0.000000
sonic,22,22,0,0.000000
sonic,19,19,0,0.000000
sonic,17,18,1,0.058824
sonic,1743,1817,74,0.042456
sonic,1412,1490,78,0.055241
sonic,2078,2129,51,0.024543
sonic,1235,1275,40,0.032389
sonic,2339,2432,93,0.039761
sonic,1357,1445,88,0.064849
sonic,1361,1405,44,0.032329
sonic,1291,1350,59,0.045701
sonic,1192,1231,39,0.032718
sonic,1867,1922,55,0.029459
sonic,1532,1608,76,0.049608
sonic,702,722,20,0.028490
sonic,302,315,13,0.043046
sonic,1845,1877,32,0.017344
sonic,1025,1043,18,0.017561
sonic,803,817,14,0.017435
sonic,1224,1248,24,0.019608
sonic,841,864,23,0.027348
sonic,1389,1441,52,0.037437
sonic,1413,1444,31,0.021939
sonic,975,997,22,0.022564
sonic,12,12,0,0.000000
sonic,139,139,0,0.000000
sonic,331,337,6,0.018127
sonic,218,223,5,0.022936
sonic,700,721,21,0.030000
sonic,7,7,0,0.000000
sonic,855,876,21,0.024561
sonic,11,11,0,0.000000
sonic,4,4,0,0.000000
sonic,1240,1244,4,0.003226
sonic,458,468,10,0.021834
sonic,967,992,25,0.025853
sonic,41,41,0,0.000000
sonic,774,784,10,0.012920
sonic,3,3,0,0.000000
sonic,272,275,3,0.011029
sonic,3,3,0,0.000000
sonic,7,7,0,0.000000
sonic,2245,2343,98,0.043653
sonic,1937,1982,45,0.023232
sonic,409,409,0,0.000000
sonic,650,673,23,0.035385
sonic,1300,1329,29,0.022308
sonic,1797,1845,48,0.026711
sonic,1955,2008,53,0.027110
sonic,2395,2457,62,0.025887
sonic,731,732,1,0.001368
sonic,2301,2379,78,0.033898
sonic,457,488,31,0.067834
sonic,568,579,11,0.019366
sonic,4,4,0,0.000000
sonic,3,3,0,0.000000
sonic,33,33,0,0.000000
sonic,1848,1941,93,0.050325
sonic,1512,1569,57,0.037698
sonic,1180,1226,46,0.038983
sonic,1034,1074,40,0.038685
sonic,1316,1364,48,0.036474
sonic,504,569,65,0.128968
sonic,13,14,1,0.076923
sonic,392,392,0,0.000000
sonic,33,33,0,0.000000
sonic,1,1,0,0.000000
sonic,2,2,0,0.000000
sonic,956,995,39,0.040795
sonic,2,2,0,0.000000
sonic,595,610,15,0.025210
sonic,673,673,0,0.000000
sonic,10,10,0,0.000000
sonic,6591,6647,56,0.008496
sonic,587,597,10,0.017036
sonic,504,515,11,0.021825
sonic,606,644,38,0.062706
sonic,2,2,0,0.000000
sonic,2806,2874,68,0.024234
sonic,972,1007,35,0.036008
sonic,5,5,0,0.000000
sonic,732,756,24,0.032787
sonic,3,3,0,0.000000
sonic,304,311,7,0.023026
sonic,362,389,27,0.074586
sonic,558,609,51,0.091398
sonic,293,305,12,0.040956
sonic,209,217,8,0.038278
sonic,957,985,28,0.029258
sonic,3,3,0,0.000000
sonic,1263,1296,33,0.026128
sonic,808,821,13,0.016089
sonic,506,591,85,0.167984
sonic,18,18,0,0.000000
sonic,340,350,10,0.029412
sonic,303,320,17,0.056106
sonic,488,493,5,0.010246
sonic,658,680,22,0.033435
sonic,290,292,2,0.006897
sonic,2,2,0,0.000000
sonic,405,405,0,0.000000
sonic,276,276,0,0.000000
sonic,488,526,38,0.077869
sonic,251,256,5,0.019920
sonic,674,704,30,0.044510
sonic,997,1021,24,0.024072
sonic,158,160,2,0.012658
sonic,421,422,1,0.002375
sonic,906,908,2,0.002208
sonic,137,137,0,0.000000
sonic,315,369,54,0.171429
sonic,1498,1523,25,0.016689
sonic,1991,2052,61,0.030638
sonic,2717,2840,123,0.045271
sonic,1049,1075,26,0.024786
sonic,1868,1917,49,0.026231
sonic,531,568,37,0.069680
sonic,703,733,30,0.042674
sonic,864,891,27,0.031250
sonic,1404,1448,44,0.031339
sonic,1763,1784,21,0.011912
sonic,1380,1415,35,0.025362
sonic,503,506,3,0.005964
sonic,1184,1209,25,0.021115
sonic,1783,1783,0,0.000000
sonic,112,112,0,0.000000
sonic,129,192,63,0.488372
sonic,669,717,48,0.071749
sonic,28,28,0,0.000000
sonic,8,8,0,0.000000
sonic,51,51,0,0.000000
sonic,39,40,1,0.025641
sonic,4,4,0,0.000000
sonic,237,319,82,0.345992
sonic,1,1,0,0.000000
sonic,191,194,3,0.015707
sonic,611,631,20,0.032733
sonic,970,987,17,0.017526
sonic,804,823,19,0.023632
sonic,806,814,8,0.009926
sonic,626,641,15,0.023962
sonic,3,3,0,0.000000
sonic,1,1,0,0.000000
sonic,5,5,0,0.000000
sonic,6,6,0,0.000000
sonic,364,364,0,0.000000
sonic,422,457,35,0.082938
sonic,179,188,9,0.050279
sonic,118,118,0,0.000000
sonic,1,1,0,0.000000
sonic,858,907,49,0.057110
sonic,149,154,5,0.033557
sonic,639,665,26,0.040689
sonic,1373,1428,55,0.040058
sonic,946,989,43,0.045455
sonic,861,895,34,0.039489
sonic,10,10,0,0.000000
sonic,203,203,0,0.000000
sonic,132,132,0,0.000000
sonic,6,6,0,0.000000
sonic,3,3,0,0.000000
sonic,9,9,0,0.000000
sonic,161,177,16,0.099379
sonic,169,175,6,0.035503
sonic,594,617,23,0.038721
sonic,556,564,8,0.014388
sonic,204,225,21,0.102941
sonic,388,390,2,0.005155
sonic,641,667,26,0.040562
sonic,211,228,17,0.080569
sonic,903,1016,113,0.125138
sonic,850,872,22,0.025882
sonic,259,277,18,0.069498
sonic,139,149,10,0.071942
sonic,1,1,0,0.000000
sonic,380,380,0,0.000000
sonic,2317,2367,50,0.021580
sonic,425,425,0,0.000000
sonic,696,716,20,0.028736
sonic,3919,4016,97,0.024751
sonic,803,821,18,0.022416
sonic,525,538,13,0.024762
sonic,492,504,12,0.024390
sonic,691,731,40,0.057887
sonic,1292,1345,53,0.041022
sonic,962,996,34,0.035343
sonic,1327,1369,42,0.031650
sonic,1239,1262,23,0.018563
sonic,954,1017,63,0.066038
sonic,1456,1493,37,0.025412
sonic,487,517,30,0.061602
sonic,735,778,43,0.058503
sonic,888,903,15,0.016892
sonic,1285,1318,33,0.025681
sonic,1719,1817,98,0.057010
sonic,844,865,21,0.024882
sonic,1190,1220,30,0.025210
sonic,1204,1215,11,0.009136
sonic,451,468,17,0.037694
sonic,12,12,0,0.000000
sonic,24,24,0,0.000000
sonic,1,1,0,0.000000
sonic,179,179,0,0.000000
sonic,694,702,8,0.011527
sonic,1,2,1,1.000000
sonic,836,850,14,0.016746
sonic,399,417,18,0.045113
sonic,1748,1779,31,0.017735
sonic,1,2,1,1.000000
sonic,1522,1563,41,0.026938
sonic,921,958,37,0.040174
sonic,3070,3122,52,0.016938
sonic,322,328,6,0.018634
sonic,5,5,0,0.000000
sonic,3648,3817,169,0.046327
sonic,2283,2422,139,0.060885
sonic,2015,2093,78,0.038710
sonic,1627,1652,25,0.015366
sonic,2544,2606,62,0.024371
sonic,900,929,29,0.032222
sonic,4344,4424,80,0.018416
sonic,1296,1345,49,0.037809
sonic,1412,1484,72,0.050992
sonic,3492,3633,141,0.040378
sonic,1975,2060,85,0.043038
sonic,2932,2996,64,0.021828
sonic,2865,2952,87,0.030366
sonic,1603,1644,41,0.025577
sonic,2831,2922,91,0.032144
sonic,1690,1793,103,0.060947
sonic,1338,1367,29,0.021674
sonic,1937,1989,52,0.026846
sonic,1993,2066,73,0.036628
sonic,2118,2162,44,0.020774
sonic,738,775,37,0.050136
sonic,1886,1934,48,0.025451
sonic,2539,2619,80,0.031508
sonic,2329,2409,80,0.034350
sonic,3123,3225,102,0.032661
sonic,1266,1324,58,0.045814
sonic,3544,3644,100,0.028217
sonic,1758,1806,48,0.027304
sonic,1685,1742,57,0.033828
sonic,2828,2925,97,0.034300
sonic,431,466,35,0.081206
sonic,535,555,20,0.037383
sonic,608,636,28,0.046053
sonic,467,488,21,0.044968
sonic,4,4,0,0.000000
sonic,441,449,8,0.018141
sonic,322,323,1,0.003106
sonic,1087,1142,55,0.050598
sonic,569,602,33,0.057996
sonic,1092,1156,64,0.058608
sonic,10,10,0,0.000000
sonic,696,727,31,0.044540
sonic,2,2,0,0.000000
sonic,642,654,12,0.018692
sonic,18,18,0,0.000000
sonic,4,4,0,0.000000
sonic,706,744,38,0.053824
sonic,1113,1149,36,0.032345
sonic,871,920,49,0.056257
sonic,796,812,16,0.020101
sonic,408,416,8,0.019608
sonic,33,33,0,0.000000
sonic,306,306,0,0.000000
sonic,21,21,0,0.000000
sonic,8,8,0,0.000000
sonic,1,1,0,0.000000
sonic,4,4,0,0.000000
sonic,18,18,0,0.000000
sonic,310,328,18,0.058065
sonic,294,333,39,0.132653
sonic,2,2,0,0.000000
sonic,5514,5599,85,0.015415
sonic,1697,1930,233,0.137301
sonic,2625,2742,117,0.044571
sonic,6423,6480,57,0.008874
sonic,3263,3385,122,0.037389
sonic,3,3,0,0.000000
sonic,131,139,8,0.061069
sonic,1564,1690,126,0.080563
sonic,14,14,0,0.000000
sonic,1852,1971,119,0.064255
sonic,4,4,0,0.000000
sonic,691,698,7,0.010130
sonic,11,21,10,0.909091
sonic,618,633,15,0.024272
sonic,483,522,39,0.080745
sonic,15,15,0,0.000000
sonic,1,1,0,0.000000
sonic,280,295,15,0.053571
sonic,754,775,21,0.027851
sonic,1463,1492,29,0.019822
sonic,2232,2280,48,0.021505
sonic,2205,2250,45,0.020408
sonic,1530,1566,36,0.023529
sonic,2,2,0,0.000000
sonic,128,129,1,0.007812
sonic,9,24,15,1.666667
sonic,6,6,0,0.000000
sonic,1583,1627,44,0.027795
sonic,3497,3582,85,0.024307
sonic,1832,1892,60,0.032751
sonic,31,31,0,0.000000
sonic,3,3,0,0.000000
sonic,2,2,0,0.000000
sonic,5094,5215,121,0.023753
sonic,340,342,2,0.005882
sonic,26,26,0,0.000000
sonic,3,3,0,0.000000
sonic,1,1,0,0.000000
sonic,9,9,0,0.000000
sonic,14,14,0,0.000000
sonic,2920,3101,181,0.061986
sonic,15742,15936,194,0.012324
sonic,2,2,0,0.000000
sonic,2,2,0,0.000000
sonic,11,11,0,0.000000
sonic,19,19,0,0.000000
sonic,1,1,0,0.000000
sonic,39,40,1,0.025641
sonic,5,5,0,0.000000
sonic,1,1,0,0.000000
sonic,7,7,0,0.000000
sonic,1,1,0,0.000000
sonic,47,47,0,0.000000
sonic,21,21,0,0.000000
sonic,597,605,8,0.013400
sonic,6,10,4,0.666667
sonic,2754,2790,36,0.013072
sonic,1147,1216,69,0.060157
sonic,59,59,0,0.000000
sonic,1,1,0,0.000000
sonic,1635,1635,0,0.000000
sonic,4,4,0,0.000000
sonic,4,4,0,0.000000
sonic,603,621,18,0.029851
sonic,3015,3077,62,0.020564
sonic,3352,3418,66,0.019690
sonic,19,19,0,0.000000
sonic,9,9,0,0.000000
sonic,2,2,0,0.000000
sonic,14590,15095,505,0.034613
sonic,8371,8706,335,0.040019
sonic,6195,6363,168,0.027119
sonic,10769,11133,364,0.033801
sonic,6657,6788,131,0.019679
sonic,2230,2404,174,0.078027
sonic,5225,5483,258,0.049378
sonic,6339,6635,296,0.046695
sonic,6707,7020,313,0.046668
sonic,1420,1472,52,0.036620
sonic,1946,2024,78,0.040082
sonic,3,3,0,0.000000
sonic,22,22,0,0.000000
sonic,93,93,0,0.000000
sonic,81,81,0,0.000000
sonic,5,6,1,0.200000
sonic,4991,5169,178,0.035664
sonic,7393,7555,162,0.021913
sonic,4,4,0,0.000000
sonic,370,370,0,0.000000
sonic,928,978,50,0.053879
sonic,1624,1678,54,0.033251
sonic,2510,2564,54,0.021514
sonic,3,3,0,0.000000
sonic,28,32,4,0.142857
sonic,721,776,55,0.076283
sonic,2261,2325,64,0.028306
sonic,5962,6106,144,0.024153
sonic,2518,2568,50,0.019857
sonic,5,6,1,0.200000
sonic,2753,2788,35,0.012713
sonic,42,42,0,0.000000
sonic,8,8,0,0.000000
sonic,54,54,0,0.000000
sonic,2,2,0,0.000000
sonic,104,104,0,0.000000
sonic,110,160,50,0.454545
sonic,184,221,37,0.201087
sonic,621,702,81,0.130435
sonic,16,16,0,0.000000
sonic,14,16,2,0.142857
sonic,1003,1043,40,0.039880
sonic,10,10,0,0.000000
sonic,39,39,0,0.000000
sonic,20,20,0,0.000000
sonic,2239,2331,92,0.041090
sonic,71,71,0,0.000000
sonic,60,60,0,0.000000
sonic,188,188,0,0.000000
sonic,1,1,0,0.000000
sonic,8,8,0,0.000000
sonic,2,2,0,0.000000
panera,968,1045,77,0.079545
panera,2745,2854,109,0.039709
panera,4186,4298,112,0.026756
panera,5087,5163,76,0.014940
panera,4116,4201,85,0.020651
panera,4154,4228,74,0.017814
panera,5887,5919,32,0.005436
panera,6933,6994,61,0.008798
panera,450,544,94,0.208889
panera,2833,2953,120,0.042358
panera,294,352,58,0.197279
panera,80,112,32,0.400000
panera,3395,3451,56,0.016495
panera,1867,1917,50,0.026781
panera,8095,8263,168,0.020754
panera,5163,5265,102,0.019756
panera,4679,4787,108,0.023082
panera,3015,3127,112,0.037148
panera,8245,8534,289,0.035052
panera,3891,3960,69,0.017733
panera,3837,3915,78,0.020328
panera,5704,5782,78,0.013675
panera,2752,2811,59,0.021439
panera,4775,4856,81,0.016963
panera,4027,4074,47,0.011671
panera,3120,3178,58,0.018590
panera,3795,3845,50,0.013175
panera,1093,1194,101,0.092406
panera,5080,5251,171,0.033661
panera,314,397,83,0.264331
panera,3507,3560,53,0.015113
panera,3870,3919,49,0.012661
panera,1118,1170,52,0.046512
panera,3402,3449,47,0.013815
panera,190,219,29,0.152632
panera,33,33,0,0.000000
panera,6735,6928,193,0.028656
panera,7352,7604,252,0.034276
panera,3830,4051,221,0.057702
panera,3734,3823,89,0.023835
panera,761,874,113,0.148489
panera,6350,6435,85,0.013386
panera,2697,2830,133,0.049314
panera,7030,7164,134,0.019061
panera,4983,5100,117,0.023480
panera,3900,4057,157,0.040256
panera,1137,1232,95,0.083553
panera,6779,6923,144,0.021242
panera,4346,4460,114,0.026231
panera,4556,4662,106,0.023266
panera,2983,3085,102,0.034194
panera,4423,4508,85,0.019218
panera,3405,3510,105,0.030837
panera,826,1032,206,0.249395
panera,4329,4453,124,0.028644
panera,4806,4908,102,0.021223
panera,4530,4623,93,0.020530
panera,10,10,0,0.000000
panera,825,1021,196,0.237576
panera,192,263,71,0.369792
panera,2532,2633,101,0.039889
panera,3,3,0,0.000000
panera,488,563,75,0.153689
panera,63,144,81,1.285714
panera,2,2,0,0.000000
panera,556,605,49,0.088129
panera,2622,2707,85,0.032418
panera,5899,5981,82,0.013901
panera,5293,5457,164,0.030984
panera,23,23,0,0.000000
panera,2137,2170,33,0.015442
panera,937,1007,70,0.074707
panera,1271,1394,123,0.096774
panera,3675,3787,112,0.030476
panera,1047,1126,79,0.075454
panera,1416,1499,83,0.058616
panera,1070,1110,40,0.037383
panera,390,399,9,0.023077
panera,524,593,69,0.131679
panera,3053,3099,46,0.015067
panera,4671,4778,107,0.022907
panera,1756,1800,44,0.025057
panera,1432,1459,27,0.018855
panera,6239,6409,170,0.027248
panera,3265,3336,71,0.021746
panera,3883,3931,48,0.012362
panera,3566,3644,78,0.021873
panera,206,244,38,0.184466
panera,2772,2832,60,0.021645
panera,18,22,4,0.222222
panera,6208,6404,196,0.031572
panera,3681,3750,69,0.018745
panera,5431,5547,116,0.021359
panera,6406,6514,108,0.016859
panera,4302,4373,71,0.016504
panera,4463,4509,46,0.010307
panera,6036,6163,127,0.021040
panera,3028,3102,74,0.024439
panera,53,119,66,1.245283
panera,8408,8598,190,0.022598
panera,7131,7285,154,0.021596
panera,6810,7026,216,0.031718
panera,296,501,205,0.692568
panera,6198,6348,150,0.024201
panera,3568,3678,110,0.030830
panera,7365,7534,169,0.022946
panera,1529,1629,100,0.065402
panera,217,244,27,0.124424
panera,6,13,7,1.166667
panera,38,41,3,0.078947
panera,20,20,0,0.000000
panera,6633,6798,165,0.024876
panera,1204,1276,72,0.059801
panera,176,243,67,0.380682
panera,2842,2943,101,0.035538
panera,272,279,7,0.025735
panera,1880,1924,44,0.023404
panera,1410,1446,36,0.025532
panera,2366,2432,66,0.027895
panera,4860,4920,60,0.012346
panera,2884,2943,59,0.020458
panera,3066,3133,67,0.021853
panera,2141,2143,2,0.000934
panera,34,90,56,1.647059
panera,12,12,0,0.000000
panera,2722,2795,73,0.026819
panera,2745,2790,45,0.016393
panera,2832,2937,105,0.037076
panera,2194,2302,108,0.049225
panera,4356,4389,33,0.007576
panera,4462,4619,157,0.035186
panera,1125,1156,31,0.027556
panera,672,731,59,0.087798
panera,3536,3565,29,0.008201
panera,179,219,40,0.223464
panera,3191,3257,66,0.020683
panera,1784,1816,32,0.017937
panera,3108,3227,119,0.038288
panera,2897,3015,118,0.040732
panera,3753,3819,66,0.017586
panera,2320,2377,57,0.024569
panera,3152,3198,46,0.014594
panera,1777,1828,51,0.028700
panera,3515,3604,89,0.025320
panera,4153,4281,128,0.030821
panera,6212,6386,174,0.028010
panera,3566,3654,88,0.024678
panera,5501,5598,97,0.017633
panera,7682,7856,174,0.022650
panera,4322,4397,75,0.017353
panera,5875,6026,151,0.025702
panera,4862,4936,74,0.015220
panera,3134,3280,146,0.046586
panera,3138,3235,97,0.030911
panera,3401,3495,94,0.027639
panera,3795,3887,92,0.024242
panera,3102,3148,46,0.014829
panera,4894,4996,102,0.020842
panera,5565,5648,83,0.014915
panera,5004,5076,72,0.014388
panera,3278,3348,70,0.021354
panera,4853,4973,120,0.024727
panera,1905,2053,148,0.077690
panera,2608,2689,81,0.031058
panera,5239,5374,135,0.025768
panera,1186,1217,31,0.026138
panera,56,60,4,0.071429
panera,2746,2816,70,0.025492
panera,11,12,1,0.090909
panera,320,324,4,0.012500
panera,3869,3963,94,0.024296
panera,4959,5033,74,0.014922
panera,3929,4017,88,0.022398
panera,4652,4882,230,0.049441
panera,4492,4557,65,0.014470
panera,4520,4604,84,0.018584
panera,5483,5585,102,0.018603
panera,3493,3535,42,0.012024
panera,2082,2151,69,0.033141
panera,5,5,0,0.000000
panera,1112,1207,95,0.085432
panera,8628,8925,297,0.034423
panera,7760,7990,230,0.029639
panera,8476,8779,303,0.035748
panera,5276,5512,236,0.044731
panera,8161,8486,325,0.039824
panera,6813,7093,280,0.041098
panera,7138,7340,202,0.028299
panera,12116,12296,180,0.014856
panera,7128,7276,148,0.020763
panera,5828,5985,157,0.026939
panera,9448,9720,272,0.028789
panera,7134,7264,130,0.018223
panera,3616,3731,115,0.031803
panera,7399,7654,255,0.034464
panera,383,443,60,0.156658
panera,7072,7267,195,0.027574
panera,5663,5785,122,0.021543
panera,7764,7985,221,0.028465
panera,5103,5211,108,0.021164
panera,4629,4798,169,0.036509
panera,481,567,86,0.178794
panera,4061,4257,196,0.048264
panera,3208,3313,105,0.032731
panera,9598,9760,162,0.016879
panera,3223,3377,154,0.047782
panera,6196,6428,232,0.037444
panera,6513,6698,185,0.028405
panera,5513,5696,183,0.033194
panera,5687,5792,105,0.018463
panera,5780,5904,124,0.021453
panera,5433,5637,204,0.037548
panera,495,504,9,0.018182
panera,3217,3255,38,0.011812
panera,3610,3657,47,0.013019
panera,5418,5456,38,0.007014
panera,52,107,55,1.057692
panera,2,2,0,0.000000
panera,4845,4926,81,0.016718
panera,4688,4778,90,0.019198
panera,777,904,127,0.163449
panera,2720,2787,67,0.024632
panera,2894,2989,95,0.032827
panera,2045,2084,39,0.019071
panera,1334,1372,38,0.028486
panera,2399,2483,84,0.035015
